name,price
گوشی موبایل سامسونگ مدل (RAM 8)Galaxy S20 FE 5G ظرفیت 128GB-سبز,"
                                        14,500
                                   
                                "
گوشی موبایل سامسونگ مدل (RAM 8)Galaxy S20 FE 5G ظرفیت 128GB-بنفش,"
                                        14,860
                                   
                                "
گوشی موبایل سامسونگ مدل Galaxy S21 FE 5G (RAM 8) ظرفیت 128GB - خاکستری (ویتنام),"
                                        17,999
                                   
                                "
گوشی موبایل سامسونگ مدل Galaxy A73 5G (RAM 8) ظرفیت 256GB - سبز(ویتنام),"
                                        20,000
                                   
                                "
گوشی موبایل سامسونگ مدل Galaxy S22 Plus 5G (RAM 8) ظرفیت 256GB - سبز (ویتنام),"
                                        33,390
                                   
                                "
گوشی موبایل سامسونگ مدل Galaxy Z Flip 4 5G (RAM 8) ظرفیت 256GB - خاکستری (ویتنام),"
                                        39,100
                                   
                                "
گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G (RAM 12) ظرفیت 256GB - قرمز بورگاندی,"
                                        40,500
                                   
                                "
گوشی موبایل سامسونگ مدل Galaxy Z Flip 4 5G (RAM 8) ظرفیت 512GB - خاکستری (ویتنام),"
                                        41,100
                                   
                                "
شارژر دیواری 3 شاخه PD و فست تک پورت SAMSUNG Type-C مدل EP-TA800 25W - سفید (گارانتی پارتیان پایا),"
                                        320
                                   
                                "
شارژر دیواری سه پین فست و PD تک پورت SAMSUNG Type-C مدل EP-TA800 25W - مشکی - اصلی - (گارانتی شش ماهه شرکتی),"
                                        499
                                   
                                "
شارژر دیواری سه پین 45W فست و PD تک پورت SAMSUNG Type-C مدل EP-TA845 به همراه کابل شارژ Type-C - مشکی - اصلی (گارانتی شش ماهه شرکتی),"
                                        890
                                   
                                "
شارژر دیواری سه پین فست و PD تک پورت SAMSUNG Type-C مدل EP-TA845 45W به همراه کابل شارژ Type-C - سفید - اصلی (گارانتی شش ماهه شرکتی),"
                                        890
                                   
                                "
پاوربانک (PD و فست شارژ) سامسونگ 10000 میلی آمپر مدل EB-P3400 25W - سفید - اصلی (گارانتی شش ماهه شرکتی),"
                                        "
پاوربانک وایرلس سامسونگ 10000 میلی آمپر مدل EB-U1200 - سفید - اصلی (گارانتی شش ماهه شرکتی),"
                                        1,099
                                   
                                "
ایرپاد بی سیم SAMSUNG Galaxy Buds Live مدل SM-R180 - برنز - اصلی (گارانتی شش ماهه شرکتی),"
                                        1,220
                                   
                                "
ایرپاد بی سیم SAMSUNG Galaxy Buds Live مدل SM-R180 - اونیکس - اصلی (گارانتی شش ماهه شرکتی),"
                                        2,680
                                   
                                "
ایرپاد بی سیم SAMSUNG Galaxy Buds2 مدل SM-R177 - خاکستری - اصلی (گارانتی شش ماهه شرکتی),"
                                        2,999
                                   
                                "
ایرپاد بی سیم SAMSUNG Galaxy Buds2 مدل SM-R177 - زیتونی - اصلی (گارانتی شش ماهه شرکتی),"
                                        3,030
                                   
                                "
ایرپاد بی سیم SAMSUNG Galaxy Buds2 مدل SM-R177 - بنفش - اصلی (گارانتی شش ماهه شرکتی),"
                                        3,099
                                   
                                "
ایرپاد بی سیم SAMSUNG Galaxy Buds2 مدل SM-R177-سفید - اصلی (گارانتی شش ماهه شرکتی),"
                                        3,150
                                   
                                "
ساعت هوشمند سامسونگ Galaxy Watch4 40mm مدل SM-R860 - مشکی - اصلی (گارانتی شش ماهه شرکتی),"
                                        3,180
                                   
                                "
ساعت هوشمند سامسونگ Galaxy Watch4 40mm مدل SM-R860 - رزگلد - اصلی (گارانتی شش ماهه شرکتی),"
                                        5,650
                                   
                                "
ساعت هوشمند سامسونگ مدل Galaxy Watch3 SM-R850 41mm - برنز - اصلی (گارانتی 6 ماهه شرکتی),"
                                        5,950
                                   
                                "
ساعت هوشمند سامسونگ Galaxy Watch4 40mm مدل SM-R860 - رزگلد - اصلی (گارانتی 18 ماهه شرکتی),"
                                        5,950
                                   
                                "
ایرپاد بی سیم SAMSUNG Galaxy Buds2 Pro مدل SM-R510 - بنفش - اصلی (گارانتی شش ماهه شرکتی),"
                                        5,990
                                   
                                "
ساعت هوشمند سامسونگ مدل Galaxy Watch4 SM-R870 44mm - مشکی - اصلی (گارانتی شش ماهه شرکتی),"
                                        6,200
                                   
                                "
ساعت هوشمند سامسونگ Galaxy Watch5 40mm مدل SM-R900 - رز گلد - اصلی (گارانتی 12 ماهه داریا همراه),"
                                        6,800
                                   
                                "
ساعت هوشمند سامسونگ مدل Galaxy Watch4 SM-R870 44mm - نقره ای - اصلی (گارانتی شش ماهه شرکتی),"
                                        6,999
                                   
                                "
ساعت هوشمند سامسونگ مدل Galaxy Watch4 Classic SM-R880 42mm - نقره ای - اصلی (گارانتی شش ماهه شرکتی),"
                                        7,250
                                   
                                "
ساعت هوشمند سامسونگ مدل Galaxy Watch4 Classic SM-R880 42mm - مشکی - اصلی (گارانتی شش ماهه شرکتی),"
                                        7,300
                                   
                                "
ساعت هوشمند سامسونگ مدل Galaxy Watch4 Classic SM-R890 46mm - مشکی - اصلی (گارانتی شش ماهه شرکتی),"
                                        7,350
                                   
                                "
ساعت هوشمند سامسونگ Galaxy Watch5 44mm مدل SM-R910 - نقره ای - اصلی (گارانتی 12 ماهه داریا همراه),"
                                        7,900
                                   
                                "
ساعت هوشمند سامسونگ Galaxy Watch5 44mm مدل SM-R910 - نقره ای - اصلی (گارانتی 18 ماهه شرکتی),"
                                        8,200
                                   
                                "
ساعت هوشمند سامسونگ Galaxy Watch5 Pro 45mm مدل SM-R920 - مشکی - اصلی (گارانتی 18 ماهه شرکتی),"
                                        8,250
                                   
                                "
ساعت هوشمند سامسونگ Galaxy Watch5 Pro 45mm مدل SM-R920 - خاکستری - اصلی (گارانتی شش ماهه شرکتی),"
                                        12,550
                                   
                                "
تبلت سامسونگ مدل Galaxy TAB A7 Lite-T225N (RAM 3) ظرفیت 32 گیگابایت-خاکستری,"
                                        12,950
                                   
                                "
تبلت سامسونگ مدل Galaxy TAB A7 Lite-T225N (RAM 3) ظرفیت 32 گیگابایت-نقره ای,"
                                        5,309
                                   
                                "
تبلت سامسونگ مدل Galaxy TAB A8 SM-X205 (RAM 3) ظرفیت 32 گیگابایت - رزگلد,"
                                        5,309
                                   
                                "
تبلت سامسونگ مدل Galaxy TAB A8 SM-X205 (RAM 3) ظرفیت 32 گیگابایت - نقره ای,"
                                        8,650
                                   
                                "
تبلت سامسونگ مدل Galaxy TAB A8 SM-X205 (RAM 3) ظرفیت 32 گیگابایت - خاکستری,"
                                        8,650
                                   
                                "
تبلت سامسونگ مدل Galaxy TAB A8 SM-X205 (RAM 4) ظرفیت 64 گیگابایت - صورتی,"
                                        8,750
                                   
                                "
تبلت سامسونگ مدل Galaxy TAB A8 SM-X205 (RAM 4) ظرفیت 64 گیگابایت - خاکستری,"
                                        10,059
                                   
                                "
تبلت سامسونگ مدل Galaxy TAB S8 5G SM-X706B (RAM 8) ظرفیت 128 گیگابایت - رزگلد,"
                                        10,099
                                   
                                "
تبلت سامسونگ مدل Galaxy TAB S8 PLUS 5G SM-X806B (RAM 8) ظرفیت 128 گیگابایت - رزگلد,"
                                        33,600
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi A1Plus (RAM 2 ظرفیت 32GB - سبز روشن,"
                                        38,000
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi A1Plus (RAM 2 ظرفیت 32GB - مشکی,"
                                        2,889
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi A1Plus (RAM 2 ظرفیت 32GB - آبی روشن,"
                                        2,909
                                   
                                "
گوشی موبایل شیائومی مدل Redmi A2Plus (RAM 2) ظرفیت 32GB - آبی روشن,"
                                        2,925
                                   
                                "
گوشی موبایل شیائومی مدل Redmi A2Plus (RAM 2) ظرفیت 32GB - مشکی,"
                                        2,929
                                   
                                "
گوشی موبایل شیائومی مدل Xiaomi Poco C40 (RAM 3) ظرفیت 32GB - مشکی,"
                                        2,929
                                   
                                "
گوشی موبایل شیائومی مدل Xiaomi Poco C40 (RAM 4) ظرفیت 64GB - مشکی,"
                                        3,510
                                   
                                "
گوشی موبایل شیائومی مدل Redmi 10C (RAM 4) ظرفیت 128GB - خاکستری,"
                                        3,979
                                   
                                "
گوشی موبایل شیائومی مدل Redmi 10 (RAM 4) ظرفیت 64GB-آبی,"
                                        5,139
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi 10 2022 (RAM 4 ظرفیت 128GB - سفید,"
                                        5,459
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi 10 2022 (RAM 4 ظرفیت 128GB - خاکستری,"
                                        5,679
                                   
                                "
گوشی موبایل شیائومی مدل Xiaomi Poco M5 (RAM 6) ظرفیت 128GB - مشکی,"
                                        5,689
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi 10 2022 (RAM 6 ظرفیت 128GB - خاکستری,"
                                        5,889
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi 10 2022 (RAM 6 ظرفیت 128GB - سفید,"
                                        5,940
                                   
                                "
گوشی موبایل شیائومی مدل Xiaomi Poco M5S (RAM 4) ظرفیت 128GB - خاکستری,"
                                        5,949
                                   
                                "
گوشی موبایل شیائومی مدل Redmi 12 (RAM 4) ظرفیت 128GB - آبی آسمانی,"
                                        5,999
                                   
                                "
گوشی موبایل شیائومی مدل Redmi 12 (RAM 4) ظرفیت 128GB - مشکی,"
                                        6,129
                                   
                                "
گوشی موبایل شیائومی مدل ( Redmi Note 12 (RAM 4 ظرفیت 128GB - خاکستری,"
                                        6,159
                                   
                                "
گوشی موبایل شیائومی مدل Redmi 12 (RAM 8) ظرفیت 128GB - مشکی,"
                                        7,099
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi Note 11 NFC (RAM 6 ظرفیت 128GB - آبی,"
                                        7,099
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi Note 11 NFC (RAM 6 ظرفیت 128GB - خاکستری,"
                                        7,489
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi Note 11S (RAM 6 ظرفیت 64GB - سفید,"
                                        7,529
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi Note 11S (RAM 6 ظرفیت 64GB - خاکستری,"
                                        7,659
                                   
                                "
گوشی موبایل شیائومی مدل Xiaomi Poco M5S (RAM 8) ظرفیت 256GB - آبی,"
                                        7,699
                                   
                                "
گوشی موبایل شیائومی مدل Xiaomi Poco M5S (RAM 8) ظرفیت 256GB - خاکستری,"
                                        7,729
                                   
                                "
گوشی موبایل شیائومی مدل ( Redmi Note 12 (RAM 8 ظرفیت 128GB - خاکستری,"
                                        7,749
                                   
                                "
گوشی موبایل شیائومی مدل Redmi Note 10 Pro (RAM 6) ظرفیت 128GB-برنز,"
                                        7,900
                                   
                                "
گوشی موبایل شیائومی مدل Redmi Note 10 Pro (RAM 6) ظرفیت 128GB-آبی,"
                                        9,569
                                   
                                "
گوشی موبایل شیائومی مدل ( Redmi Note 12 Pro (RAM 8 ظرفیت 256GB - خاکستری,"
                                        9,579
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi Note 12 Pro (RAM 8 ظرفیت 256GB - آبی,"
                                        10,159
                                   
                                "
گوشی موبایل شیائومی مدل Poco X4 Pro 5G (RAM 6) ظرفیت 128GB - زرد,"
                                        10,229
                                   
                                "
گوشی موبایل شیائومی مدل Poco X4 Pro 5G (RAM 6) ظرفیت 128GB - مشکی,"
                                        11,050
                                   
                                "
گوشی موبایل شیائومی مدل ( Redmi Note 12 Pro 5G (RAM 8 ظرفیت 256GB - مشکی,"
                                        11,500
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi Note 11 Pro PLUS 5G (RAM 8 ظرفیت 256GB - آبی روشن,"
                                        12,399
                                   
                                "
گوشی موبایل شیائومی مدل Poco X4 Pro 5G (RAM 8) ظرفیت 256GB - زرد,"
                                        12,490
                                   
                                "
گوشی موبایل شیائومی مدل (Redmi Note 11 Pro 5G (RAM 8 ظرفیت 128GB - خاکستری (اندونزی),"
                                        12,500
                                   
                                "
گوشی موبایل شیائومی مدل Poco F4 5G (RAM 6) ظرفیت 128GB - سبز,"
                                        12,639
                                   
                                "
گوشی موبایل شیائومی مدل (Poco X5 Pro 5G (RAM 8 ظرفیت 256GB - مشکی,"
                                        13,150
                                   
                                "
گوشی موبایل شیائومی مدل ( Xiaomi 11 Lite 5G NE (RAM 8 ظرفیت 256GB - صورتی,"
                                        13,409
                                   
                                "
گوشی موبایل شیائومی مدل Xiaomi 13 Lite 5G (RAM 8) ظرفیت  256GB - صورتی,"
                                        13,900
                                   
                                "
گوشی موبایل شیائومی مدل ( Xiaomi 11T 5G (RAM 8 ظرفیت 256GB - خاکستری,"
                                        15,219
                                   
                                "
گوشی موبایل شیائومی مدل (Xiaomi 12X 5G (RAM 8 ظرفیت 128GB - خاکستری,"
                                        16,500
                                   
                                "
گوشی موبایل شیائومی مدل (Xiaomi 12X 5G (RAM 8 ظرفیت 128GB - آبی,"
                                        17,500
                                   
                                "
گوشی موبایل شیائومی مدل Xiaomi Poco F5 5G (RAM 12) ظرفیت 256GB - مشکی,"
                                        17,769
                                   
                                "
گوشی موبایل شیائومی مدل (Xiaomi 12X 5G (RAM 8 ظرفیت 256GB - خاکستری,"
                                        18,200
                                   
                                "
گوشی موبایل شیائومی مدل (Xiaomi 12X 5G (RAM 8 ظرفیت 256GB - بنفش (گارانتی دیجی سرویس + بیمه ایران),"
                                        19,500
                                   
                                "
گوشی موبایل شیائومی مدل (Xiaomi 12X 5G (RAM 8 ظرفیت 256GB - خاکستری (گارانتی دیجی سرویس + بیمه ایران),"
                                        19,799
                                   
                                "
گوشی موبایل شیائومی مدل ( Xiaomi 11T Pro 5G (RAM 12 ظرفیت 256GB - سفید,"
                                        19,799
                                   
                                "
گوشی موبایل شیائومی مدل Black Shark 5 Pro (RAM 12) ظرفیت 256GB - مشکی,"
                                        24,049
                                   
                                "
