name,price
کنسول بازی XBOX Series S 512GB (گارانتی گاندو),"149,000,000"
کیف حمل و محافظ BUBM برای XBOX Series S,"19,500,000"
کنسول بازی XBOX Series S 512GB -گارانتی گاندو (پک ناسالم),"147,000,000"
کنسول بازی سونی مدل Playstation 5 کد Region 2 CFI-1216A ظرفیت 825 گیگابایت (گارانتی گاندو),"309,000,000"
